NAME,GEO_ID,COMM,COMM_LABEL,YEAR,VAL,TON,state,cfs area (or part)
1,'Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '03', 'Agricultural products (excludes animal feed, cereal grains, and forage products)', '2012', '0', '0', '01', '14200000'
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '381', 'Optical elements, instruments, and apparatus (excludes photographic and cinematographic)', '2017', '9', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3810', 'Optical elements, instruments, and apparatus (excludes photographic and cinematographic)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '382', 'Photographic and photocopying machines', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '382', 'Photographic and photocopying machines', '2017', '126', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3821', 'Photographic cameras, image projectors, enlargers and reducers, projection (excludes video and digital cameras)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3821', 'Photographic cameras, image projectors, enlargers and reducers, projection (excludes video and digital cameras)', '2017', '60', '3', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3822', 'Photocopying and thermo-copying apparatus', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3822', 'Photocopying and thermo-copying apparatus', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '383', 'Surveying, hydrographic, oceanographic, hydrological, meteorological, and geophysical instruments and appliances', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3832', 'Surveying, hydrographic, oceanographic, hydrological, meteorological, and geophysical, drawing, mathematical, measuring hand instruments and appliances (excludes radar)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '384', 'Instruments, apparatus, and appliances for medical, surgical, dental, veterinary, or similar purposes', '2017', '715', '1', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3849', 'Orthopedic and fracture appliances, prosthetic, and implants and other appliances for medical, surgical, or dental, veterinary sciences, or for similar purposes', '2017', '715', '1', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '384', 'Instruments, apparatus, and appliances for medical, surgical, dental, veterinary, or similar purposes', '2012', '441', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3841', 'Apparatus based on the use of x-rays or alpha, beta, or gamma radiation', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3849', 'Orthopedic and fracture appliances, prosthetic, and implants and other appliances for medical, surgical, or dental, veterinary sciences, or for similar purposes', '2012', '441', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '385', 'Meters and other instruments and apparatus for measuring or process control', '2012', '15', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '385', 'Meters and other instruments and apparatus for measuring or process control', '2017', '71', '1', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3851', 'Instruments and apparatus for measuring or checking electrical quantities', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3851', 'Instruments and apparatus for measuring or checking electrical quantities', '2017', '10', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3852', 'Industrial process control instruments', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3852', 'Industrial process control instruments', '2017', '16', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3859', 'Instruments and apparatus for testing and for measuring or process control', '2012', '14', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3859', 'Instruments and apparatus for testing and for measuring or process control', '2017', '44', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '39', 'Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs', '2012', '709', '159', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '39', 'Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs', '2017', '884', '783', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3901', 'Household or office furniture (excludes inflatable and waterbed mattresses) ', '2017', '539', '771', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '390', 'Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs', '2012', '709', '159', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '390', 'Furniture, mattresses and mattress supports, lamps, lighting fittings, and illuminated signs', '2017', '884', '783', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3901', 'Household or office furniture (excludes inflatable and waterbed mattresses) ', '2012', '681', '155', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3902', 'Medical, surgical, dental, or veterinary furniture, and other furniture, not elsewhere classified', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3902', 'Medical, surgical, dental, or veterinary furniture, and other furniture, not elsewhere classified', '2017', '271', '4', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3903', 'Lighting equipment (excludes motor vehicles, lamps, lighting fittings, and illuminated signs)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4011', 'Arms (excludes swords, daggers, etc.)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '3903', 'Lighting equipment (excludes motor vehicles, lamps, lighting fittings, and illuminated signs)', '2012', '23', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '40', 'Miscellaneous manufactured products', '2012', '949', '188', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '40', 'Miscellaneous manufactured products', '2017', '1984', '598', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '401', 'Arms and ammunition', '2012', '27', '42', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '401', 'Arms and ammunition', '2017', '1', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4012', 'Munitions and ammunition', '2012', '27', '42', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4012', 'Munitions and ammunition', '2017', '1', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '402', 'Toys, games, and sporting equipment', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '402', 'Toys, games, and sporting equipment', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4021', 'Toys, games, and baby carriages', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4022', 'Sporting equipment', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4022', 'Sporting equipment', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '409', 'Miscellaneous manufactured products', '2012', '921', '146', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '409', 'Miscellaneous manufactured products', '2017', '1957', '597', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4092', 'Prefabricated buildings and sheds', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4092', 'Prefabricated buildings and sheds', '2017', '75', '44', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4093', 'Writing or drawing instruments and inked ribbons and pads', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4093', 'Writing or drawing instruments and inked ribbons and pads', '2017', '10', '1', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4094', 'Precious metal forms and shapes, pearls, precious or semiprecious stones, etc.', '2012', '6', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4099', 'Costume jewelry, musical instruments, sewing and knitting needles, and other miscellaneous manufactured products', '2012', '913', '145', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4099', 'Costume jewelry, musical instruments, sewing and knitting needles, and other miscellaneous manufactured products', '2017', '1872', '552', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '41', 'Waste and scrap', '2012', '0', '612', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '41', 'Waste and scrap', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4112', 'Other waste and scrap of ferrous metal', '2012', '211', '586', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '411', 'Metallic waste and scrap', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '411', 'Metallic waste and scrap', '2017', '355', '761', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4111', 'Metal slag, ash, and residues', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4112', 'Other waste and scrap of ferrous metal', '2017', '180', '642', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4113', 'Other waste and scrap of nonferrous metal (includes precious metals)', '2012', '0', '14', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4113', 'Other waste and scrap of nonferrous metal (includes precious metals)', '2017', '0', '119', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '412', 'Non-metallic waste and scrap (excludes food processing)', '2012', '0', '12', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '412', 'Non-metallic waste and scrap (excludes food processing)', '2017', '4', '20', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4121', 'Sawdust and wood waste and scrap', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4122', 'Waste and scrap of paper or paperboard', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4122', 'Waste and scrap of paper or paperboard', '2017', '3', '19', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4129', 'Waste and scrap of glass, and other non-metallic waste and scrap, not elsewhere classified (excludes from food processing)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4129', 'Waste and scrap of glass, and other non-metallic waste and scrap, not elsewhere classified (excludes from food processing)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '43', 'Mixed freight', '2012', '11222', '2844', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '43', 'Mixed freight', '2017', '5366', '1862', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4399', 'Mixed freight', '2017', '5366', '1862', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '439', 'Mixed freight', '2012', '11222', '2844', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '439', 'Mixed freight', '2017', '5366', '1862', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '4399', 'Mixed freight', '2012', '11222', '2844', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '99', 'Commodity unknown', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '999', 'Commodity unknown', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '9999', 'Commodity unknown', '2012', '0', '0', '01', '14200000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '0210', 'Wheat', '2017', '1', '0', '01', '38000000']
['Mobile-Daphne-Fairhope, AL CFS Area; Alabama; Alabama', 'E330000US0138000000', '0000', 'All Commodities', '2012', '15696', '11427', '01', '38000000']
